doc_id,rec_id,extraction_type,confidence,source_text,page,actor_raw,actor_type,action_raw,target_raw,instrument_type,strength,geographic_scope,timeframe,policy_domain,expected_outcomes,implementation_steps,trade_offs
biodiversa_07_forest_climate_change_adaptation,biodiversa_07_forest_climate_change_adaptation_rec_007,recommendation,0.9,"Genetic adaptation of forest trees to climate change ultimately depends on specific genes, which underlines the importance of studying and valuing the genetic variability stored in trees and to identify genes involved in local adaptation.",4,,,,,,,,,,,,
biodiversa_07_forest_climate_change_adaptation,biodiversa_07_forest_climate_change_adaptation_rec_008,recommendation,0.9,"It is also advised that maintaining genetic diversity of trees should be routinely promoted in forest and land planning and in management, e.g. as part of the EU Biodiversity Strategy’s Action 9b.",4,It,unspecified,be routinely promoted,maintaining genetic diversity of trees,,,,,,,,
biodiversa_07_forest_climate_change_adaptation,biodiversa_07_forest_climate_change_adaptation_rec_009,recommendation,0.9,"Because forest trees are generally long-lived, creating and maintaining effective long-term research and monitoring is highly recommended in order to deliver reliable information, generate meaningful indicators for sustainable management of forest habitats under climate change, and to detect early signs of lack of adaptative capacity in forest trees.",4,,,,,,,,,,,,
biodiversa_06_nitrogen_pollution,biodiversa_06_nitrogen_pollution_rec_001,recommendation,0.9,"It is advised that a network of early warning systems be set up in peatlands across Europe to monitor changes in nitrogen saturation, biodiversity, and carbon sequestration;",1,It,unspecified,set up a network of early warning systems,peatlands across Europe,,,,,,,,
biodiversa_06_nitrogen_pollution,biodiversa_06_nitrogen_pollution_rec_002,recommendation,0.9,"‘Nitrogen pollution protected areas’, analogous to marine protected areas, should be established in the most vulnerable peatland areas in Europe;",1,,,establish ‘Nitrogen pollution protected areas’,the most vulnerable peatland areas in Europe,,,,,,,,
biodiversa_06_nitrogen_pollution,biodiversa_06_nitrogen_pollution_rec_003,recommendation,0.9,It would be beneficial to include the protection of peatlands in the aims of the EU Water Directive;,1,,,include the protection of peatlands,the aims of the EU Water Directive,,,,,,,,
biodiversa_06_nitrogen_pollution,biodiversa_06_nitrogen_pollution_rec_004,recommendation,0.9,Peatland restoration could be incorporated into carbon accounting rules under the EU Climate Package and national accounting;,1,,,incorporate peatland restoration into carbon accounting rules,the EU Climate Package and national accounting,,,,,,,,
biodiversa_06_nitrogen_pollution,biodiversa_06_nitrogen_pollution_rec_005,recommendation,0.9,"Member States should be encouraged to designate all potential carbon storage ‘hot-spots’, including peatlands, as sensitive areas under the reformed Common Agricultural Policy (CAP);",1,Member States,government,designate all potential carbon storage ‘hot-spots’ as sensitive areas,under the reformed Common Agricultural Policy (CAP),,,,,,,,
biodiversa_06_nitrogen_pollution,biodiversa_06_nitrogen_pollution_rec_006,recommendation,0.9,"Cross-compliance standards set by the CAP, particularly the EU Nitrate Directive and its enforcement by Member States, could help limit nitrogen release via leaching or volatilisation from agriculture in sensitive peatland areas.",1,,,limit nitrogen release via leaching or volatilisation,from agriculture in sensitive peatland areas,,,,,,,,
biodiversa_06_nitrogen_pollution,biodiversa_06_nitrogen_pollution_rec_007,recommendation,0.9,"Incorporating peatland drainage and restoration into the carbon accounting rules under both the EU Climate and Energy Package and national carbon accounting, in accordance with the UN Climate Convention’s new land use and land use change accounting rules, would provide an incentive to protect and restore these areas.",4,,,incorporate peatland drainage and restoration into carbon accounting rules,under both the EU Climate and Energy Package and national carbon accounting,,,,,,,,
biodiversa_06_nitrogen_pollution,biodiversa_06_nitrogen_pollution_rec_008,recommendation,0.9,It would also be beneficial if the protection of all peatlands be included in the aims of the EU Water Framework Directive (Article1) and the EU Floods Directive (Article 7).,4,,,include the protection of all peatlands,the aims of the EU Water Framework Directive and the EU Floods Directive,,,,,,,,
biodiversa_06_nitrogen_pollution,biodiversa_06_nitrogen_pollution_rec_009,recommendation,0.9,"‘Nitrogen pollution protected areas’, similar to marine protected areas, should be established in the most vulnerable peatland areas in Europe most likely to contribute to a strong increase of greenhouse gas emissions.",4,,,establish ‘Nitrogen pollution protected areas’,in the most vulnerable peatland areas in Europe,,,,,,,,
biodiversa_06_nitrogen_pollution,biodiversa_06_nitrogen_pollution_rec_010,recommendation,0.9,"Finally, cross-compliance standards set by the CAP, and especially the EU Nitrates Directive, can help limit nitrogen pollution from agriculture in sensitive peatland areas.",4,,,limit nitrogen pollution from agriculture,in sensitive peatland areas,,,,,,,,
biodiversa_08_small_mammals_conservation,biodiversa_08_small_mammals_conservation_rec_001,recommendation,0.9,"Under the Common Agricultural Policy, actions to reduce the negative impacts of various farming practices on the studied species would be advisable",1,policymakers,unspecified,reduce the negative impacts of various farming practices on the studied species,studied species,,,,,,,,
biodiversa_08_small_mammals_conservation,biodiversa_08_small_mammals_conservation_rec_002,recommendation,0.9,It is suggested to enhance conservation management of non-intensively managed/grazed grasslands under the Common Agricultural Policy,1,policymakers,unspecified,enhance conservation management of non-intensively managed/grazed grasslands,non-intensively managed/grazed grasslands,,,,,,,,
biodiversa_08_small_mammals_conservation,biodiversa_08_small_mammals_conservation_rec_003,recommendation,0.9,Precautionary actions in climate change policies (EU Strategy on Climate Adaptation) could help minimize possible future impacts on the affected ecosystems and their associated species and ecosystem functions,1,policymakers,unspecified,implement precautionary actions in climate change policies,affected ecosystems and their associated species and ecosystem functions,,,,,,,,
biodiversa_08_small_mammals_conservation,biodiversa_08_small_mammals_conservation_rec_004,recommendation,0.9,"Further research is also recommended to better identify the factors causing the fluctuations, in order to limit the consequences on ecosystems and agricultural land",1,researchers,research_institutions,conduct further research to identify the factors causing fluctuations,factors causing fluctuations,,,,,,,,
biodiversa_08_small_mammals_conservation,biodiversa_08_small_mammals_conservation_rec_005,recommendation,0.9,It is advisable that measures under the CAP reflect the problem of rodents’ population declines and include actions to reduce negative impacts of farming practices on the ecologically valuable studied species,4,policymakers,unspecified,ensure measures under the CAP reflect the problem of rodents’ population declines,measures under the CAP,,,,,,,,
biodiversa_08_small_mammals_conservation,biodiversa_08_small_mammals_conservation_rec_006,recommendation,0.9,Further research and improved monitoring of small rodent populations and their predators at the scale of Europe is recommended,4,researchers,research_institutions,conduct further research and improved monitoring of small rodent populations,small rodent populations and their predators,,,,,,,,
biodiversa_08_small_mammals_conservation,biodiversa_08_small_mammals_conservation_rec_007,recommendation,0.9,"It is also important for the CAP to enhance conservation management of non-intensively managed/grazed grasslands, as for example intensive grazing has been demonstrated to have negative impacts on voles’ cycles and associated predator populations",4,policymakers,unspecified,enhance conservation management of non-intensively managed/grazed grasslands,non-intensively managed/grazed grasslands,,,,,,,,
biodiversa_08_small_mammals_conservation,biodiversa_08_small_mammals_conservation_rec_008,recommendation,0.9,All the measures mentioned above would contribute to the achievement of the headline target of the EU Biodiversity Strategy to halt biodiversity loss and ecosystem degradation by 2020,4,policymakers,unspecified,implement measures to halt biodiversity loss and ecosystem degradation,headline target of the EU Biodiversity Strategy,,,,,,,,
